developername,sourceentitydevelopername,status,targetentitydevelopername,fieldmappings.developername,fieldmappings.sourcefielddevelopername,fieldmappings.targetfielddevelopername
tbhf9433_abet_cont_cnpj_map_Abertura_de_Conta_CNPJ_1748887539980,tbhf9433_abet_cont_cnpj__dll,ACTIVE,Abertura_de_Conta_CNPJ__dlm,cod_chav_unic_rgto__c_fieldmap_ID__c,cod_chav_unic_rgto__c,ID__c
tbhf9433_abet_cont_cnpj_map_Abertura_de_Conta_CNPJ_1748887539980,tbhf9433_abet_cont_cnpj__dll,ACTIVE,Abertura_de_Conta_CNPJ__dlm,KQ_cod_chav_unic_rgto__c_fieldmap_KQ_ID__c,KQ_cod_chav_unic_rgto__c,KQ_ID__c
tbhf9433_abet_cont_cnpj_map_Abertura_de_Conta_CNPJ_1748887539980,tbhf9433_abet_cont_cnpj__dll,ACTIVE,Abertura_de_Conta_CNPJ__dlm,DataSource__c_fieldmap_DataSource__c,DataSource__c,DataSource__c
tbhf9433_abet_cont_cnpj_map_Abertura_de_Conta_CNPJ_1748887539980,tbhf9433_abet_cont_cnpj__dll,ACTIVE,Abertura_de_Conta_CNPJ__dlm,ind_abet_cont_30_dias_atas__c_fieldmap_ind_abet_cont_30_dias_atas__c,ind_abet_cont_30_dias_atas__c,ind_abet_cont_30_dias_atas__c
tbhf9433_abet_cont_cnpj_map_Abertura_de_Conta_CNPJ_1748887539980,tbhf9433_abet_cont_cnpj__dll,ACTIVE,Abertura_de_Conta_CNPJ__dlm,cod_chav_coro_clie__c_fieldmap_cod_chav_coro_clie__c,cod_chav_coro_clie__c,cod_chav_coro_clie__c
tbhf9433_abet_cont_cnpj_map_Abertura_de_Conta_CNPJ_1748887539980,tbhf9433_abet_cont_cnpj__dll,ACTIVE,Abertura_de_Conta_CNPJ__dlm,KQ_cod_chav_coro_clie__c_fieldmap_KQ_cod_chav_coro_clie__c,KQ_cod_chav_coro_clie__c,KQ_cod_chav_coro_clie__c
tbhf9433_abet_cont_cnpj_map_Abertura_de_Conta_CNPJ_1748887539980,tbhf9433_abet_cont_cnpj__dll,ACTIVE,Abertura_de_Conta_CNPJ__dlm,DataSourceObject__c_fieldmap_DataSourceObject__c,DataSourceObject__c,DataSourceObject__c
tbhf9433_abet_cont_cnpj_map_Abertura_de_Conta_CNPJ_1748887539980,tbhf9433_abet_cont_cnpj__dll,ACTIVE,Abertura_de_Conta_CNPJ__dlm,InternalOrganization__c_fieldmap_InternalOrganization__c,InternalOrganization__c,InternalOrganization__c
tbhf9162_acee_aume_auta_limi_co_2F9754A0_map_Aceite_Aumento_Limite_Conta_1727381416704,tbhf9162_acee_aume_auta_limi_co_2F9754A0__dll,ACTIVE,Aceite_Aumento_Limite_Conta__dlm,dat_incu_acee_aume_auta__c_fieldmap_dat_incu_acee_aume_auta__c,dat_incu_acee_aume_auta__c,dat_incu_acee_aume_auta__c
tbhf9162_acee_aume_auta_limi_co_2F9754A0_map_Aceite_Aumento_Limite_Conta_1727381416704,tbhf9162_acee_aume_auta_limi_co_2F9754A0__dll,ACTIVE,Aceite_Aumento_Limite_Conta__dlm,cod_chav_unic_rgto__c_fieldmap_ID__c,cod_chav_unic_rgto__c,ID__c
tbhf9162_acee_aume_auta_limi_co_2F9754A0_map_Aceite_Aumento_Limite_Conta_1727381416704,tbhf9162_acee_aume_auta_limi_co_2F9754A0__dll,ACTIVE,Aceite_Aumento_Limite_Conta__dlm,KQ_cod_chav_unic_rgto__c_fieldmap_KQ_ID__c,KQ_cod_chav_unic_rgto__c,KQ_ID__c
tbhf9162_acee_aume_auta_limi_co_2F9754A0_map_Aceite_Aumento_Limite_Conta_1727381416704,tbhf9162_acee_aume_auta_limi_co_2F9754A0__dll,ACTIVE,Aceite_Aumento_Limite_Conta__dlm,num_chav_agen_cont__c_fieldmap_num_chav_agen_cont__c,num_chav_agen_cont__c,num_chav_agen_cont__c
tbhf9162_acee_aume_auta_limi_co_2F9754A0_map_Aceite_Aumento_Limite_Conta_1727381416704,tbhf9162_acee_aume_auta_limi_co_2F9754A0__dll,ACTIVE,Aceite_Aumento_Limite_Conta__dlm,KQ_num_chav_agen_cont__c_fieldmap_KQ_num_chav_agen_cont__c,KQ_num_chav_agen_cont__c,KQ_num_chav_agen_cont__c
tbhf9162_acee_aume_auta_limi_co_2F9754A0_map_Aceite_Aumento_Limite_Conta_1727381416704,tbhf9162_acee_aume_auta_limi_co_2F9754A0__dll,ACTIVE,Aceite_Aumento_Limite_Conta__dlm,DataSource__c_fieldmap_DataSource__c,DataSource__c,DataSource__c
tbhf9162_acee_aume_auta_limi_co_2F9754A0_map_Aceite_Aumento_Limite_Conta_1727381416704,tbhf9162_acee_aume_auta_limi_co_2F9754A0__dll,ACTIVE,Aceite_Aumento_Limite_Conta__dlm,ind_expu_acee_aume_limi_auta__c_fieldmap_ind_expu_acee_aume_limi_auta__c,ind_expu_acee_aume_limi_auta__c,ind_expu_acee_aume_limi_auta__c
tbhf9162_acee_aume_auta_limi_co_2F9754A0_map_Aceite_Aumento_Limite_Conta_1727381416704,tbhf9162_acee_aume_auta_limi_co_2F9754A0__dll,ACTIVE,Aceite_Aumento_Limite_Conta__dlm,dat_expu_acee_aume_auta__c_fieldmap_dat_expu_acee_aume_auta__c,dat_expu_acee_aume_auta__c,dat_expu_acee_aume_auta__c
tbhf9162_acee_aume_auta_limi_co_2F9754A0_map_Aceite_Aumento_Limite_Conta_1727381416704,tbhf9162_acee_aume_auta_limi_co_2F9754A0__dll,ACTIVE,Aceite_Aumento_Limite_Conta__dlm,cod_flux_orig_soli_acee_limi_auta__c_fieldmap_cod_flux_orig_soli_acee_limi_auta__c,cod_flux_orig_soli_acee_limi_auta__c,cod_flux_orig_soli_acee_limi_auta__c
tbhf9162_acee_aume_auta_limi_co_2F9754A0_map_Aceite_Aumento_Limite_Conta_1727381416704,tbhf9162_acee_aume_auta_limi_co_2F9754A0__dll,ACTIVE,Aceite_Aumento_Limite_Conta__dlm,DataSourceObject__c_fieldmap_DataSourceObject__c,DataSourceObject__c,DataSourceObject__c
tbhf9162_acee_aume_auta_limi_co_2F9754A0_map_Aceite_Aumento_Limite_Conta_1727381416704,tbhf9162_acee_aume_auta_limi_co_2F9754A0__dll,ACTIVE,Aceite_Aumento_Limite_Conta__dlm,dat_vcto_acee_aume_auta__c_fieldmap_dat_vcto_acee_aume_auta__c,dat_vcto_acee_aume_auta__c,dat_vcto_acee_aume_auta__c
tbhf9351_acee_clie_cmnc_map_Aceite_Cliente_Comunica_o_1734635412157,tbhf9351_acee_clie_cmnc__dll,ACTIVE,Aceite_Cliente_Comunica_o__dlm,num_tel_tnnt_pjur__c_fieldmap_num_tel_tnnt_pjur__c,num_tel_tnnt_pjur__c,num_tel_tnnt_pjur__c
tbhf9351_acee_clie_cmnc_map_Aceite_Cliente_Comunica_o_1734635412157,tbhf9351_acee_clie_cmnc__dll,ACTIVE,Aceite_Cliente_Comunica_o__dlm,cod_chav_coro_clie__c_fieldmap_cod_chav_coro_clie__c,cod_chav_coro_clie__c,cod_chav_coro_clie__c
tbhf9351_acee_clie_cmnc_map_Aceite_Cliente_Comunica_o_1734635412157,tbhf9351_acee_clie_cmnc__dll,ACTIVE,Aceite_Cliente_Comunica_o__dlm,KQ_cod_chav_coro_clie__c_fieldmap_KQ_cod_chav_coro_clie__c,KQ_cod_chav_coro_clie__c,KQ_cod_chav_coro_clie__c
tbhf9351_acee_clie_cmnc_map_Aceite_Cliente_Comunica_o_1734635412157,tbhf9351_acee_clie_cmnc__dll,ACTIVE,Aceite_Cliente_Comunica_o__dlm,InternalOrganization__c_fieldmap_InternalOrganization__c,InternalOrganization__c,InternalOrganization__c
tbhf9351_acee_clie_cmnc_map_Aceite_Cliente_Comunica_o_1734635412157,tbhf9351_acee_clie_cmnc__dll,ACTIVE,Aceite_Cliente_Comunica_o__dlm,num_tel_tnnt_pfis__c_fieldmap_num_tel_tnnt_pfis__c,num_tel_tnnt_pfis__c,num_tel_tnnt_pfis__c
tbhf9351_acee_clie_cmnc_map_Aceite_Cliente_Comunica_o_1734635412157,tbhf9351_acee_clie_cmnc__dll,ACTIVE,Aceite_Cliente_Comunica_o__dlm,cod_chav_unic_rgto__c_fieldmap_ID__c,cod_chav_unic_rgto__c,ID__c
tbhf9351_acee_clie_cmnc_map_Aceite_Cliente_Comunica_o_1734635412157,tbhf9351_acee_clie_cmnc__dll,ACTIVE,Aceite_Cliente_Comunica_o__dlm,KQ_cod_chav_unic_rgto__c_fieldmap_KQ_ID__c,KQ_cod_chav_unic_rgto__c,KQ_ID__c
tbhf9351_acee_clie_cmnc_map_Aceite_Cliente_Comunica_o_1734635412157,tbhf9351_acee_clie_cmnc__dll,ACTIVE,Aceite_Cliente_Comunica_o__dlm,num_tel_tnnt_itca__c_fieldmap_num_tel_tnnt_itca__c,num_tel_tnnt_itca__c,num_tel_tnnt_itca__c
tbhf9351_acee_clie_cmnc_map_Aceite_Cliente_Comunica_o_1734635412157,tbhf9351_acee_clie_cmnc__dll,ACTIVE,Aceite_Cliente_Comunica_o__dlm,DataSource__c_fieldmap_DataSource__c,DataSource__c,DataSource__c
tbhf9351_acee_clie_cmnc_map_Aceite_Cliente_Comunica_o_1734635412157,tbhf9351_acee_clie_cmnc__dll,ACTIVE,Aceite_Cliente_Comunica_o__dlm,DataSourceObject__c_fieldmap_DataSourceObject__c,DataSourceObject__c,DataSourceObject__c
tbhf9351_acee_clie_cmnc_map_Aceite_Cliente_Comunica_o_1734635412157,tbhf9351_acee_clie_cmnc__dll,ACTIVE,Aceite_Cliente_Comunica_o__dlm,num_tel_tnnt_rene__c_fieldmap_num_tel_tnnt_rene__c,num_tel_tnnt_rene__c,num_tel_tnnt_rene__c
tbhf9351_acee_clie_cmnc_map_Aceite_Cliente_Comunicacao_1734635416983,tbhf9351_acee_clie_cmnc__dll,ACTIVE,Aceite_Cliente_Comunicacao__dlm,num_tel_tnnt_rene_txt__c_fieldmap_num_tel_tnnt_rene__c,num_tel_tnnt_rene_txt__c,num_tel_tnnt_rene__c
tbhf9351_acee_clie_cmnc_map_Aceite_Cliente_Comunicacao_1734635416983,tbhf9351_acee_clie_cmnc__dll,ACTIVE,Aceite_Cliente_Comunicacao__dlm,num_tel_tnnt_crrd_txt__c_fieldmap_num_tel_tnnt_crrd__c,num_tel_tnnt_crrd_txt__c,num_tel_tnnt_crrd__c
tbhf9351_acee_clie_cmnc_map_Aceite_Cliente_Comunicacao_1734635416983,tbhf9351_acee_clie_cmnc__dll,ACTIVE,Aceite_Cliente_Comunicacao__dlm,cod_chav_coro_clie__c_fieldmap_cod_chav_coro_clie__c,cod_chav_coro_clie__c,cod_chav_coro_clie__c
tbhf9351_acee_clie_cmnc_map_Aceite_Cliente_Comunicacao_1734635416983,tbhf9351_acee_clie_cmnc__dll,ACTIVE,Aceite_Cliente_Comunicacao__dlm,KQ_cod_chav_coro_clie__c_fieldmap_KQ_cod_chav_coro_clie__c,KQ_cod_chav_coro_clie__c,KQ_cod_chav_coro_clie__c
tbhf9351_acee_clie_cmnc_map_Aceite_Cliente_Comunicacao_1734635416983,tbhf9351_acee_clie_cmnc__dll,ACTIVE,Aceite_Cliente_Comunicacao__dlm,InternalOrganization__c_fieldmap_InternalOrganization__c,InternalOrganization__c,InternalOrganization__c
tbhf9351_acee_clie_cmnc_map_Aceite_Cliente_Comunicacao_1734635416983,tbhf9351_acee_clie_cmnc__dll,ACTIVE,Aceite_Cliente_Comunicacao__dlm,num_tel_tnnt_pfis_txt__c_fieldmap_num_tel_tnnt_pfis__c,num_tel_tnnt_pfis_txt__c,num_tel_tnnt_pfis__c
tbhf9351_acee_clie_cmnc_map_Aceite_Cliente_Comunicacao_1734635416983,tbhf9351_acee_clie_cmnc__dll,ACTIVE,Aceite_Cliente_Comunicacao__dlm,num_tel_tnnt_itca_txt__c_fieldmap_num_tel_tnnt_itca__c,num_tel_tnnt_itca_txt__c,num_tel_tnnt_itca__c
tbhf9351_acee_clie_cmnc_map_Aceite_Cliente_Comunicacao_1734635416983,tbhf9351_acee_clie_cmnc__dll,ACTIVE,Aceite_Cliente_Comunicacao__dlm,num_tel_tnnt_grml_txt__c_fieldmap_num_tel_tnnt_grml__c,num_tel_tnnt_grml_txt__c,num_tel_tnnt_grml__c
tbhf9351_acee_clie_cmnc_map_Aceite_Cliente_Comunicacao_1734635416983,tbhf9351_acee_clie_cmnc__dll,ACTIVE,Aceite_Cliente_Comunicacao__dlm,cod_chav_unic_rgto__c_fieldmap_ID__c,cod_chav_unic_rgto__c,ID__c
tbhf9351_acee_clie_cmnc_map_Aceite_Cliente_Comunicacao_1734635416983,tbhf9351_acee_clie_cmnc__dll,ACTIVE,Aceite_Cliente_Comunicacao__dlm,KQ_cod_chav_unic_rgto__c_fieldmap_KQ_ID__c,KQ_cod_chav_unic_rgto__c,KQ_ID__c
tbhf9351_acee_clie_cmnc_map_Aceite_Cliente_Comunicacao_1734635416983,tbhf9351_acee_clie_cmnc__dll,ACTIVE,Aceite_Cliente_Comunicacao__dlm,DataSource__c_fieldmap_DataSource__c,DataSource__c,DataSource__c
tbhf9351_acee_clie_cmnc_map_Aceite_Cliente_Comunicacao_1734635416983,tbhf9351_acee_clie_cmnc__dll,ACTIVE,Aceite_Cliente_Comunicacao__dlm,DataSourceObject__c_fieldmap_DataSourceObject__c,DataSourceObject__c,DataSourceObject__c
tbhf9351_acee_clie_cmnc_map_Aceite_Cliente_Comunicacao_1734635416983,tbhf9351_acee_clie_cmnc__dll,ACTIVE,Aceite_Cliente_Comunicacao__dlm,num_tel_tnnt_hipe_txt__c_fieldmap_num_tel_tnnt_hipe__c,num_tel_tnnt_hipe_txt__c,num_tel_tnnt_hipe__c
tbhf9338_acee_dda_v2_map_Aceite_DDA_1738150580705,tbhf9338_acee_dda_v2__dll,ACTIVE,Aceite_DDA__dlm,COD_ACEE_DDA__c_fieldmap_COD_ACEE_DDA__c,COD_ACEE_DDA__c,COD_ACEE_DDA__c
tbhf9338_acee_dda_v2_map_Aceite_DDA_1738150580705,tbhf9338_acee_dda_v2__dll,ACTIVE,Aceite_DDA__dlm,COD_CHAV_UNIC_RGTO__c_fieldmap_COD_CHAV_UNIC_RGTO__c,COD_CHAV_UNIC_RGTO__c,COD_CHAV_UNIC_RGTO__c
tbhf9338_acee_dda_v2_map_Aceite_DDA_1738150580705,tbhf9338_acee_dda_v2__dll,ACTIVE,Aceite_DDA__dlm,KQ_COD_CHAV_UNIC_RGTO__c_fieldmap_KQ_COD_CHAV_UNIC_RGTO__c,KQ_COD_CHAV_UNIC_RGTO__c,KQ_COD_CHAV_UNIC_RGTO__c
tbhf9338_acee_dda_v2_map_Aceite_DDA_1738150580705,tbhf9338_acee_dda_v2__dll,ACTIVE,Aceite_DDA__dlm,DataSource__c_fieldmap_DataSource__c,DataSource__c,DataSource__c
tbhf9338_acee_dda_v2_map_Aceite_DDA_1738150580705,tbhf9338_acee_dda_v2__dll,ACTIVE,Aceite_DDA__dlm,DAT_ULTI_ATUI_DDA__c_fieldmap_DAT_ULTI_ATUI_DDA__c,DAT_ULTI_ATUI_DDA__c,DAT_ULTI_ATUI_DDA__c
tbhf9338_acee_dda_v2_map_Aceite_DDA_1738150580705,tbhf9338_acee_dda_v2__dll,ACTIVE,Aceite_DDA__dlm,DataSourceObject__c_fieldmap_DataSourceObject__c,DataSourceObject__c,DataSourceObject__c
tbhf9338_acee_dda_v2_map_Aceite_DDA_1738150580705,tbhf9338_acee_dda_v2__dll,ACTIVE,Aceite_DDA__dlm,COD_CHAV_CORO_CLIE__c_fieldmap_COD_CHAV_CORO_CLIE__c,COD_CHAV_CORO_CLIE__c,COD_CHAV_CORO_CLIE__c
tbhf9338_acee_dda_v2_map_Aceite_DDA_1738150580705,tbhf9338_acee_dda_v2__dll,ACTIVE,Aceite_DDA__dlm,DES_ESTD_ACEE_DDA__c_fieldmap_DES_ESTD_ACEE_DDA__c,DES_ESTD_ACEE_DDA__c,DES_ESTD_ACEE_DDA__c
tbhf9338_acee_dda_v2_map_Aceite_DDA_1738150580705,tbhf9338_acee_dda_v2__dll,ACTIVE,Aceite_DDA__dlm,InternalOrganization__c_fieldmap_InternalOrganization__c,InternalOrganization__c,InternalOrganization__c
tbhf9me_aces_ion_v2_map_ACESSO_ION_1738165617694,tbhf9me_aces_ion_v2__dll,ACTIVE,ACESSO_ION__dlm,dat_rfrc__c_fieldmap_dat_rfrc__c,dat_rfrc__c,dat_rfrc__c
tbhf9me_aces_ion_v2_map_ACESSO_ION_1738165617694,tbhf9me_aces_ion_v2__dll,ACTIVE,ACESSO_ION__dlm,DataSource__c_fieldmap_DataSource__c,DataSource__c,DataSource__c
tbhf9me_aces_ion_v2_map_ACESSO_ION_1738165617694,tbhf9me_aces_ion_v2__dll,ACTIVE,ACESSO_ION__dlm,cod_chav_coro_clie__c_fieldmap_cod_chav_coro_clie__c,cod_chav_coro_clie__c,cod_chav_coro_clie__c
tbhf9me_aces_ion_v2_map_ACESSO_ION_1738165617694,tbhf9me_aces_ion_v2__dll,ACTIVE,ACESSO_ION__dlm,KQ_cod_chav_coro_clie__c_fieldmap_KQ_cod_chav_coro_clie__c,KQ_cod_chav_coro_clie__c,KQ_cod_chav_coro_clie__c
tbhf9me_aces_ion_v2_map_ACESSO_ION_1738165617694,tbhf9me_aces_ion_v2__dll,ACTIVE,ACESSO_ION__dlm,DataSourceObject__c_fieldmap_DataSourceObject__c,DataSourceObject__c,DataSourceObject__c
tbhf9me_aces_ion_v2_map_ACESSO_ION_1738165617694,tbhf9me_aces_ion_v2__dll,ACTIVE,ACESSO_ION__dlm,anomesdia__c_fieldmap_ANOMESDIA__c,anomesdia__c,ANOMESDIA__c
tbhf9me_aces_ion_v2_map_ACESSO_ION_1738165617694,tbhf9me_aces_ion_v2__dll,ACTIVE,ACESSO_ION__dlm,ID__c_fieldmap_ID__c,ID__c,ID__c
tbhf9me_aces_ion_v2_map_ACESSO_ION_1738165617694,tbhf9me_aces_ion_v2__dll,ACTIVE,ACESSO_ION__dlm,KQ_ID__c_fieldmap_KQ_ID__c,KQ_ID__c,KQ_ID__c
tbhf9me_aces_ion_v2_map_ACESSO_ION_1738165617694,tbhf9me_aces_ion_v2__dll,ACTIVE,ACESSO_ION__dlm,InternalOrganization__c_fieldmap_InternalOrganization__c,InternalOrganization__c,InternalOrganization__c
tbhf9123_aces_ion_tbhf9123_aces_0F439682_map_Acesso_Ion_Engajamento_1722538400378,tbhf9123_aces_ion_tbhf9123_aces_0F439682__dll,ACTIVE,Acesso_Ion_Engajamento__dlm,cod_chav_unic_rgto__c_fieldmap_cod_chav_unic_rgto__c,cod_chav_unic_rgto__c,cod_chav_unic_rgto__c
tbhf9123_aces_ion_tbhf9123_aces_0F439682_map_Acesso_Ion_Engajamento_1722538400378,tbhf9123_aces_ion_tbhf9123_aces_0F439682__dll,ACTIVE,Acesso_Ion_Engajamento__dlm,KQ_cod_chav_unic_rgto__c_fieldmap_KQ_cod_chav_unic_rgto__c,KQ_cod_chav_unic_rgto__c,KQ_cod_chav_unic_rgto__c
tbhf9123_aces_ion_tbhf9123_aces_0F439682_map_Acesso_Ion_Engajamento_1722538400378,tbhf9123_aces_ion_tbhf9123_aces_0F439682__dll,ACTIVE,Acesso_Ion_Engajamento__dlm,DataSource__c_fieldmap_DataSource__c,DataSource__c,DataSource__c
tbhf9123_aces_ion_tbhf9123_aces_0F439682_map_Acesso_Ion_Engajamento_1722538400378,tbhf9123_aces_ion_tbhf9123_aces_0F439682__dll,ACTIVE,Acesso_Ion_Engajamento__dlm,dat_aces__c_fieldmap_dat_aces__c,dat_aces__c,dat_aces__c
tbhf9123_aces_ion_tbhf9123_aces_0F439682_map_Acesso_Ion_Engajamento_1722538400378,tbhf9123_aces_ion_tbhf9123_aces_0F439682__dll,ACTIVE,Acesso_Ion_Engajamento__dlm,cod_chav_coro_clie__c_fieldmap_cod_chav_coro_clie__c,cod_chav_coro_clie__c,cod_chav_coro_clie__c
tbhf9123_aces_ion_tbhf9123_aces_0F439682_map_Acesso_Ion_Engajamento_1722538400378,tbhf9123_aces_ion_tbhf9123_aces_0F439682__dll,ACTIVE,Acesso_Ion_Engajamento__dlm,DataSourceObject__c_fieldmap_DataSourceObject__c,DataSourceObject__c,DataSourceObject__c
tbhf9123_aces_ion_tbhf9123_aces_0F439682_map_Acesso_Ion_Engajamento_1722538400378,tbhf9123_aces_ion_tbhf9123_aces_0F439682__dll,ACTIVE,Acesso_Ion_Engajamento__dlm,KQ_cod_chav_coro_clie__c_fieldmap_KQ_cod_chav_coro_clie__c,KQ_cod_chav_coro_clie__c,KQ_cod_chav_coro_clie__c
TBHF9513_ADQC_PACO_SPI_map_Adequacao_Pacote_SPI_1752675243139,TBHF9513_ADQC_PACO_SPI__dll,ACTIVE,Adequacao_Pacote_SPI__dlm,cod_chav_ccor__c_fieldmap_cod_chav_ccor__c,cod_chav_ccor__c,cod_chav_ccor__c
TBHF9513_ADQC_PACO_SPI_map_Adequacao_Pacote_SPI_1752675243139,TBHF9513_ADQC_PACO_SPI__dll,ACTIVE,Adequacao_Pacote_SPI__dlm,cod_paco_novo__c_fieldmap_cod_paco_novo__c,cod_paco_novo__c,cod_paco_novo__c
TBHF9513_ADQC_PACO_SPI_map_Adequacao_Pacote_SPI_1752675243139,TBHF9513_ADQC_PACO_SPI__dll,ACTIVE,Adequacao_Pacote_SPI__dlm,cod_chav_unic_rgto__c_fieldmap_cod_chav_unic_rgto__c,cod_chav_unic_rgto__c,cod_chav_unic_rgto__c
TBHF9513_ADQC_PACO_SPI_map_Adequacao_Pacote_SPI_1752675243139,TBHF9513_ADQC_PACO_SPI__dll,ACTIVE,Adequacao_Pacote_SPI__dlm,KQ_cod_chav_unic_rgto__c_fieldmap_KQ_cod_chav_unic_rgto__c,KQ_cod_chav_unic_rgto__c,KQ_cod_chav_unic_rgto__c
TBHF9513_ADQC_PACO_SPI_map_Adequacao_Pacote_SPI_1752675243139,TBHF9513_ADQC_PACO_SPI__dll,ACTIVE,Adequacao_Pacote_SPI__dlm,DataSource__c_fieldmap_DataSource__c,DataSource__c,DataSource__c
TBHF9513_ADQC_PACO_SPI_map_Adequacao_Pacote_SPI_1752675243139,TBHF9513_ADQC_PACO_SPI__dll,ACTIVE,Adequacao_Pacote_SPI__dlm,cod_chav_coro_clie__c_fieldmap_cod_chav_coro_clie__c,cod_chav_coro_clie__c,cod_chav_coro_clie__c
TBHF9513_ADQC_PACO_SPI_map_Adequacao_Pacote_SPI_1752675243139,TBHF9513_ADQC_PACO_SPI__dll,ACTIVE,Adequacao_Pacote_SPI__dlm,DataSourceObject__c_fieldmap_DataSourceObject__c,DataSourceObject__c,DataSourceObject__c
TBHF9513_ADQC_PACO_SPI_map_Adequacao_Pacote_SPI_1752675243139,TBHF9513_ADQC_PACO_SPI__dll,ACTIVE,Adequacao_Pacote_SPI__dlm,dat_fina_folh__c_fieldmap_dat_fina_folh__c,dat_fina_folh__c,dat_fina_folh__c
TBHF9513_ADQC_PACO_SPI_map_Adequacao_Pacote_SPI_1752675243139,TBHF9513_ADQC_PACO_SPI__dll,ACTIVE,Adequacao_Pacote_SPI__dlm,cod_paco_atul__c_fieldmap_cod_paco_atul__c,cod_paco_atul__c,cod_paco_atul__c
TBHF9513_ADQC_PACO_SPI_map_Adequacao_Pacote_SPI_1752675243139,TBHF9513_ADQC_PACO_SPI__dll,ACTIVE,Adequacao_Pacote_SPI__dlm,InternalOrganization__c_fieldmap_InternalOrganization__c,InternalOrganization__c,InternalOrganization__c
TBHF9513_ADQC_PACO_SPI_map_Adequacao_Pacote_SPI_1752675243139,TBHF9513_ADQC_PACO_SPI__dll,ACTIVE,Adequacao_Pacote_SPI__dlm,KQ_cod_chav_ccor__c_fieldmap_KQ_cod_chav_ccor__c,KQ_cod_chav_ccor__c,KQ_cod_chav_ccor__c
TBHF9513_ADQC_PACO_SPI_v2_map_Adequacao_Pacote_SPI_Vers_o_Teste_1752843054817,TBHF9513_ADQC_PACO_SPI_v2__dll,ACTIVE,Adequacao_Pacote_SPI_Vers_o_Teste__dlm,cod_chav_ccor__c_fieldmap_cod_chav_ccor__c,cod_chav_ccor__c,cod_chav_ccor__c
TBHF9513_ADQC_PACO_SPI_v2_map_Adequacao_Pacote_SPI_Vers_o_Teste_1752843054817,TBHF9513_ADQC_PACO_SPI_v2__dll,ACTIVE,Adequacao_Pacote_SPI_Vers_o_Teste__dlm,cod_paco_novo__c_fieldmap_cod_paco_novo__c,cod_paco_novo__c,cod_paco_novo__c
TBHF9513_ADQC_PACO_SPI_v2_map_Adequacao_Pacote_SPI_Vers_o_Teste_1752843054817,TBHF9513_ADQC_PACO_SPI_v2__dll,ACTIVE,Adequacao_Pacote_SPI_Vers_o_Teste__dlm,cod_chav_unic_rgto__c_fieldmap_cod_chav_unic_rgto__c,cod_chav_unic_rgto__c,cod_chav_unic_rgto__c
TBHF9513_ADQC_PACO_SPI_v2_map_Adequacao_Pacote_SPI_Vers_o_Teste_1752843054817,TBHF9513_ADQC_PACO_SPI_v2__dll,ACTIVE,Adequacao_Pacote_SPI_Vers_o_Teste__dlm,KQ_cod_chav_unic_rgto__c_fieldmap_KQ_cod_chav_unic_rgto__c,KQ_cod_chav_unic_rgto__c,KQ_cod_chav_unic_rgto__c
TBHF9513_ADQC_PACO_SPI_v2_map_Adequacao_Pacote_SPI_Vers_o_Teste_1752843054817,TBHF9513_ADQC_PACO_SPI_v2__dll,ACTIVE,Adequacao_Pacote_SPI_Vers_o_Teste__dlm,DataSource__c_fieldmap_DataSource__c,DataSource__c,DataSource__c
TBHF9513_ADQC_PACO_SPI_v2_map_Adequacao_Pacote_SPI_Vers_o_Teste_1752843054817,TBHF9513_ADQC_PACO_SPI_v2__dll,ACTIVE,Adequacao_Pacote_SPI_Vers_o_Teste__dlm,cod_chav_coro_clie__c_fieldmap_cod_chav_coro_clie__c,cod_chav_coro_clie__c,cod_chav_coro_clie__c
TBHF9513_ADQC_PACO_SPI_v2_map_Adequacao_Pacote_SPI_Vers_o_Teste_1752843054817,TBHF9513_ADQC_PACO_SPI_v2__dll,ACTIVE,Adequacao_Pacote_SPI_Vers_o_Teste__dlm,DataSourceObject__c_fieldmap_DataSourceObject__c,DataSourceObject__c,DataSourceObject__c
TBHF9513_ADQC_PACO_SPI_v2_map_Adequacao_Pacote_SPI_Vers_o_Teste_1752843054817,TBHF9513_ADQC_PACO_SPI_v2__dll,ACTIVE,Adequacao_Pacote_SPI_Vers_o_Teste__dlm,dat_fina_folh__c_fieldmap_dat_fina_folh__c,dat_fina_folh__c,dat_fina_folh__c
TBHF9513_ADQC_PACO_SPI_v2_map_Adequacao_Pacote_SPI_Vers_o_Teste_1752843054817,TBHF9513_ADQC_PACO_SPI_v2__dll,ACTIVE,Adequacao_Pacote_SPI_Vers_o_Teste__dlm,cod_paco_atul__c_fieldmap_cod_paco_atul__c,cod_paco_atul__c,cod_paco_atul__c
TBHF9513_ADQC_PACO_SPI_v2_map_Adequacao_Pacote_SPI_Vers_o_Teste_1752843054817,TBHF9513_ADQC_PACO_SPI_v2__dll,ACTIVE,Adequacao_Pacote_SPI_Vers_o_Teste__dlm,InternalOrganization__c_fieldmap_InternalOrganization__c,InternalOrganization__c,InternalOrganization__c
TBHF9513_ADQC_PACO_SPI_v2_map_Adequacao_Pacote_SPI_Vers_o_Teste_1752843054817,TBHF9513_ADQC_PACO_SPI_v2__dll,ACTIVE,Adequacao_Pacote_SPI_Vers_o_Teste__dlm,KQ_cod_chav_ccor__c_fieldmap_KQ_cod_chav_ccor__c,KQ_cod_chav_ccor__c,KQ_cod_chav_ccor__c
