developername,sourceentitydevelopername,status,targetentitydevelopername,fieldmappings.developername,fieldmappings.sourcefielddevelopername,fieldmappings.targetfielddevelopername
tbhf9068_rede_bolt_ante_tbhf906_72C6ED7F_map_Boletim_Antecipacoes_PJ_1715618107839,tbhf9068_rede_bolt_ante_tbhf906_72C6ED7F__dll,ACTIVE,Boletim_Antecipacoes_PJ__dlm,qtd_ante_prdo__c_fieldmap_qtd_ante_prdo__c,qtd_ante_prdo__c,qtd_ante_prdo__c
tbhf9068_rede_bolt_ante_tbhf906_72C6ED7F_map_Boletim_Antecipacoes_PJ_1715618107839,tbhf9068_rede_bolt_ante_tbhf906_72C6ED7F__dll,ACTIVE,Boletim_Antecipacoes_PJ__dlm,cod_cana_ante_1__c_fieldmap_cod_cana_ante_1__c,cod_cana_ante_1__c,cod_cana_ante_1__c
tbhf9068_rede_bolt_ante_tbhf906_72C6ED7F_map_Boletim_Antecipacoes_PJ_1715618107839,tbhf9068_rede_bolt_ante_tbhf906_72C6ED7F__dll,ACTIVE,Boletim_Antecipacoes_PJ__dlm,dat_cntc_ante_5__c_fieldmap_dat_cntc_ante_5__c,dat_cntc_ante_5__c,dat_cntc_ante_5__c
tbhf9068_rede_bolt_ante_tbhf906_72C6ED7F_map_Boletim_Antecipacoes_PJ_1715618107839,tbhf9068_rede_bolt_ante_tbhf906_72C6ED7F__dll,ACTIVE,Boletim_Antecipacoes_PJ__dlm,dat_cntc_ante_3__c_fieldmap_dat_cntc_ante_3__c,dat_cntc_ante_3__c,dat_cntc_ante_3__c
tbhf9068_rede_bolt_ante_tbhf906_72C6ED7F_map_Boletim_Antecipacoes_PJ_1715618107839,tbhf9068_rede_bolt_ante_tbhf906_72C6ED7F__dll,ACTIVE,Boletim_Antecipacoes_PJ__dlm,vlr_totl_ctrt_2__c_fieldmap_vlr_totl_ctrt_2__c,vlr_totl_ctrt_2__c,vlr_totl_ctrt_2__c
tbhf9068_rede_bolt_ante_tbhf906_72C6ED7F_map_Boletim_Antecipacoes_PJ_1715618107839,tbhf9068_rede_bolt_ante_tbhf906_72C6ED7F__dll,ACTIVE,Boletim_Antecipacoes_PJ__dlm,vlr_totl_ctrt_4__c_fieldmap_vlr_totl_ctrt_4__c,vlr_totl_ctrt_4__c,vlr_totl_ctrt_4__c
tbhf9068_rede_bolt_ante_tbhf906_72C6ED7F_map_Boletim_Antecipacoes_PJ_1715618107839,tbhf9068_rede_bolt_ante_tbhf906_72C6ED7F__dll,ACTIVE,Boletim_Antecipacoes_PJ__dlm,cod_chav_unic_rgto__c_fieldmap_cod_chav_unic_rgto__c,cod_chav_unic_rgto__c,cod_chav_unic_rgto__c
tbhf9068_rede_bolt_ante_tbhf906_72C6ED7F_map_Boletim_Antecipacoes_PJ_1715618107839,tbhf9068_rede_bolt_ante_tbhf906_72C6ED7F__dll,ACTIVE,Boletim_Antecipacoes_PJ__dlm,KQ_cod_chav_unic_rgto__c_fieldmap_KQ_cod_chav_unic_rgto__c,KQ_cod_chav_unic_rgto__c,KQ_cod_chav_unic_rgto__c
tbhf9068_rede_bolt_ante_tbhf906_72C6ED7F_map_Boletim_Antecipacoes_PJ_1715618107839,tbhf9068_rede_bolt_ante_tbhf906_72C6ED7F__dll,ACTIVE,Boletim_Antecipacoes_PJ__dlm,vlt_totl_ante__c_fieldmap_vlt_totl_ante__c,vlt_totl_ante__c,vlt_totl_ante__c
tbhf9068_rede_bolt_ante_tbhf906_72C6ED7F_map_Boletim_Antecipacoes_PJ_1715618107839,tbhf9068_rede_bolt_ante_tbhf906_72C6ED7F__dll,ACTIVE,Boletim_Antecipacoes_PJ__dlm,cod_cana_ante_5__c_fieldmap_cod_cana_ante_5__c,cod_cana_ante_5__c,cod_cana_ante_5__c
tbhf9068_rede_bolt_ante_tbhf906_72C6ED7F_map_Boletim_Antecipacoes_PJ_1715618107839,tbhf9068_rede_bolt_ante_tbhf906_72C6ED7F__dll,ACTIVE,Boletim_Antecipacoes_PJ__dlm,dat_cntc_ante_1__c_fieldmap_dat_cntc_ante_1__c,dat_cntc_ante_1__c,dat_cntc_ante_1__c
tbhf9068_rede_bolt_ante_tbhf906_72C6ED7F_map_Boletim_Antecipacoes_PJ_1715618107839,tbhf9068_rede_bolt_ante_tbhf906_72C6ED7F__dll,ACTIVE,Boletim_Antecipacoes_PJ__dlm,cod_cana_ante_3__c_fieldmap_cod_cana_ante_3__c,cod_cana_ante_3__c,cod_cana_ante_3__c
tbhf9068_rede_bolt_ante_tbhf906_72C6ED7F_map_Boletim_Antecipacoes_PJ_1715618107839,tbhf9068_rede_bolt_ante_tbhf906_72C6ED7F__dll,ACTIVE,Boletim_Antecipacoes_PJ__dlm,DataSourceObject__c_fieldmap_DataSourceObject__c,DataSourceObject__c,DataSourceObject__c
tbhf9068_rede_bolt_ante_tbhf906_72C6ED7F_map_Boletim_Antecipacoes_PJ_1715618107839,tbhf9068_rede_bolt_ante_tbhf906_72C6ED7F__dll,ACTIVE,Boletim_Antecipacoes_PJ__dlm,des_crra_2__c_fieldmap_des_crra_2__c,des_crra_2__c,des_crra_2__c
tbhf9068_rede_bolt_ante_tbhf906_72C6ED7F_map_Boletim_Antecipacoes_PJ_1715618107839,tbhf9068_rede_bolt_ante_tbhf906_72C6ED7F__dll,ACTIVE,Boletim_Antecipacoes_PJ__dlm,des_crra_4__c_fieldmap_des_crra_4__c,des_crra_4__c,des_crra_4__c
tbhf9068_rede_bolt_ante_tbhf906_72C6ED7F_map_Boletim_Antecipacoes_PJ_1715618107839,tbhf9068_rede_bolt_ante_tbhf906_72C6ED7F__dll,ACTIVE,Boletim_Antecipacoes_PJ__dlm,KQ_cod_chav_coro_clie__c_fieldmap_KQ_cod_chav_coro_clie__c,KQ_cod_chav_coro_clie__c,KQ_cod_chav_coro_clie__c
tbhf9068_rede_bolt_ante_tbhf906_72C6ED7F_map_Boletim_Antecipacoes_PJ_1715618107839,tbhf9068_rede_bolt_ante_tbhf906_72C6ED7F__dll,ACTIVE,Boletim_Antecipacoes_PJ__dlm,dat_fim_prdo__c_fieldmap_dat_fim_prdo__c,dat_fim_prdo__c,dat_fim_prdo__c
tbhf9068_rede_bolt_ante_tbhf906_72C6ED7F_map_Boletim_Antecipacoes_PJ_1715618107839,tbhf9068_rede_bolt_ante_tbhf906_72C6ED7F__dll,ACTIVE,Boletim_Antecipacoes_PJ__dlm,dat_inio_prdo__c_fieldmap_dat_inio_prdo__c,dat_inio_prdo__c,dat_inio_prdo__c
tbhf9066_bole_aber_7dia_tbhf906_D71169FE_map_Boleto_Aberto_7_Dia_1708711386809,tbhf9066_bole_aber_7dia_tbhf906_D71169FE__dll,ACTIVE,Boleto_Aberto_7_Dia__dlm,cod_chav_coro_clie__c_fieldmap_cod_chav_coro_clie__c,cod_chav_coro_clie__c,cod_chav_coro_clie__c
tbhf9066_bole_aber_7dia_tbhf906_D71169FE_map_Boleto_Aberto_7_Dia_1708711386809,tbhf9066_bole_aber_7dia_tbhf906_D71169FE__dll,ACTIVE,Boleto_Aberto_7_Dia__dlm,ind_bole_aven_prox_7dia__c_fieldmap_ind_bole_aven_prox_7dia__c,ind_bole_aven_prox_7dia__c,ind_bole_aven_prox_7dia__c
tbhf9066_bole_aber_7dia_tbhf906_D71169FE_map_Boleto_Aberto_7_Dia_1708711386809,tbhf9066_bole_aber_7dia_tbhf906_D71169FE__dll,ACTIVE,Boleto_Aberto_7_Dia__dlm,cod_chav_unic_rgto__c_fieldmap_cod_chav_unic_rgto__c,cod_chav_unic_rgto__c,cod_chav_unic_rgto__c
tbhf9066_bole_aber_7dia_tbhf906_D71169FE_map_Boleto_Aberto_7_Dia_1708711386809,tbhf9066_bole_aber_7dia_tbhf906_D71169FE__dll,ACTIVE,Boleto_Aberto_7_Dia__dlm,KQ_cod_chav_unic_rgto__c_fieldmap_KQ_cod_chav_unic_rgto__c,KQ_cod_chav_unic_rgto__c,KQ_cod_chav_unic_rgto__c
tbhf9066_bole_aber_7dia_tbhf906_D71169FE_map_Boleto_Aberto_7_Dia_1708711386809,tbhf9066_bole_aber_7dia_tbhf906_D71169FE__dll,ACTIVE,Boleto_Aberto_7_Dia__dlm,DataSource__c_fieldmap_DataSource__c,DataSource__c,DataSource__c
tbhf9066_bole_aber_7dia_tbhf906_D71169FE_map_Boleto_Aberto_7_Dia_1708711386809,tbhf9066_bole_aber_7dia_tbhf906_D71169FE__dll,ACTIVE,Boleto_Aberto_7_Dia__dlm,DataSourceObject__c_fieldmap_DataSourceObject__c,DataSourceObject__c,DataSourceObject__c
tbhf9066_bole_aber_7dia_tbhf906_D71169FE_map_Boleto_Aberto_7_Dia_1708711386809,tbhf9066_bole_aber_7dia_tbhf906_D71169FE__dll,ACTIVE,Boleto_Aberto_7_Dia__dlm,KQ_cod_chav_coro_clie__c_fieldmap_KQ_cod_chav_coro_clie__c,KQ_cod_chav_coro_clie__c,KQ_cod_chav_coro_clie__c
tbhf9086_bole_aber_v3_map_Boleto_Aberto_Diaria_1738239116042,tbhf9086_bole_aber_v3__dll,ACTIVE,Boleto_Aberto_Diaria__dlm,cod_situ_anal_bole__c_fieldmap_cod_situ_anal_bole__c,cod_situ_anal_bole__c,cod_situ_anal_bole__c
tbhf9086_bole_aber_v3_map_Boleto_Aberto_Diaria_1738239116042,tbhf9086_bole_aber_v3__dll,ACTIVE,Boleto_Aberto_Diaria__dlm,cod_chav_coro_clie__c_fieldmap_cod_chav_coro_clie__c,cod_chav_coro_clie__c,cod_chav_coro_clie__c
tbhf9086_bole_aber_v3_map_Boleto_Aberto_Diaria_1738239116042,tbhf9086_bole_aber_v3__dll,ACTIVE,Boleto_Aberto_Diaria__dlm,KQ_cod_chav_coro_clie__c_fieldmap_KQ_cod_chav_coro_clie__c,KQ_cod_chav_coro_clie__c,KQ_cod_chav_coro_clie__c
tbhf9086_bole_aber_v3_map_Boleto_Aberto_Diaria_1738239116042,tbhf9086_bole_aber_v3__dll,ACTIVE,Boleto_Aberto_Diaria__dlm,dat_vcto_bole__c_fieldmap_Data_Vencimento_Boleto__c,dat_vcto_bole__c,Data_Vencimento_Boleto__c
tbhf9086_bole_aber_v3_map_Boleto_Aberto_Diaria_1738239116042,tbhf9086_bole_aber_v3__dll,ACTIVE,Boleto_Aberto_Diaria__dlm,cod_chav_unic_rgto__c_fieldmap_cod_chav_unic_rgto__c,cod_chav_unic_rgto__c,cod_chav_unic_rgto__c
tbhf9086_bole_aber_v3_map_Boleto_Aberto_Diaria_1738239116042,tbhf9086_bole_aber_v3__dll,ACTIVE,Boleto_Aberto_Diaria__dlm,KQ_cod_chav_unic_rgto__c_fieldmap_KQ_cod_chav_unic_rgto__c,KQ_cod_chav_unic_rgto__c,KQ_cod_chav_unic_rgto__c
tbhf9086_bole_aber_v3_map_Boleto_Aberto_Diaria_1738239116042,tbhf9086_bole_aber_v3__dll,ACTIVE,Boleto_Aberto_Diaria__dlm,DataSource__c_fieldmap_DataSource__c,DataSource__c,DataSource__c
tbhf9086_bole_aber_v3_map_Boleto_Aberto_Diaria_1738239116042,tbhf9086_bole_aber_v3__dll,ACTIVE,Boleto_Aberto_Diaria__dlm,DataSourceObject__c_fieldmap_DataSourceObject__c,DataSourceObject__c,DataSourceObject__c
tbhf9414_bole_rcra_agnd_map_Boletos_Agendados_Recorrentes_1742308882479,tbhf9414_bole_rcra_agnd__dll,ACTIVE,Boletos_Agendados_Recorrentes__dlm,COD_CHAV_CORO_CLIE__c_fieldmap_COD_CHAV_CORO_CLIE__c,COD_CHAV_CORO_CLIE__c,COD_CHAV_CORO_CLIE__c
tbhf9414_bole_rcra_agnd_map_Boletos_Agendados_Recorrentes_1742308882479,tbhf9414_bole_rcra_agnd__dll,ACTIVE,Boletos_Agendados_Recorrentes__dlm,InternalOrganization__c_fieldmap_InternalOrganization__c,InternalOrganization__c,InternalOrganization__c
tbhf9414_bole_rcra_agnd_map_Boletos_Agendados_Recorrentes_1742308882479,tbhf9414_bole_rcra_agnd__dll,ACTIVE,Boletos_Agendados_Recorrentes__dlm,IND_GATL_AGEM__c_fieldmap_IND_GATL_AGEM__c,IND_GATL_AGEM__c,IND_GATL_AGEM__c
tbhf9414_bole_rcra_agnd_map_Boletos_Agendados_Recorrentes_1742308882479,tbhf9414_bole_rcra_agnd__dll,ACTIVE,Boletos_Agendados_Recorrentes__dlm,IND_GATL_RCRE__c_fieldmap_IND_GATL_RCRE__c,IND_GATL_RCRE__c,IND_GATL_RCRE__c
tbhf9414_bole_rcra_agnd_map_Boletos_Agendados_Recorrentes_1742308882479,tbhf9414_bole_rcra_agnd__dll,ACTIVE,Boletos_Agendados_Recorrentes__dlm,COD_CHAV_UNIC_RGTO__c_fieldmap_COD_CHAV_UNIC_RGTO__c,COD_CHAV_UNIC_RGTO__c,COD_CHAV_UNIC_RGTO__c
tbhf9414_bole_rcra_agnd_map_Boletos_Agendados_Recorrentes_1742308882479,tbhf9414_bole_rcra_agnd__dll,ACTIVE,Boletos_Agendados_Recorrentes__dlm,KQ_COD_CHAV_UNIC_RGTO__c_fieldmap_KQ_COD_CHAV_UNIC_RGTO__c,KQ_COD_CHAV_UNIC_RGTO__c,KQ_COD_CHAV_UNIC_RGTO__c
tbhf9414_bole_rcra_agnd_map_Boletos_Agendados_Recorrentes_1742308882479,tbhf9414_bole_rcra_agnd__dll,ACTIVE,Boletos_Agendados_Recorrentes__dlm,DataSource__c_fieldmap_DataSource__c,DataSource__c,DataSource__c
tbhf9414_bole_rcra_agnd_map_Boletos_Agendados_Recorrentes_1742308882479,tbhf9414_bole_rcra_agnd__dll,ACTIVE,Boletos_Agendados_Recorrentes__dlm,DataSourceObject__c_fieldmap_DataSourceObject__c,DataSourceObject__c,DataSourceObject__c
tbhf9414_bole_rcra_agnd_map_Boletos_Agendados_Recorrentes_1742308882479,tbhf9414_bole_rcra_agnd__dll,ACTIVE,Boletos_Agendados_Recorrentes__dlm,KQ_COD_CHAV_CORO_CLIE__c_fieldmap_KQ_COD_CHAV_CORO_CLIE__c,KQ_COD_CHAV_CORO_CLIE__c,KQ_COD_CHAV_CORO_CLIE__c
tbhf9169_bole_aber_pfis_map_Boletos_em_Aberto_Pessoa_Fisica_1758563923670,tbhf9169_bole_aber_pfis__dll,ACTIVE,Boletos_em_Aberto_Pessoa_Fisica__dlm,qtd_bole_prox_vcto__c_fieldmap_qtd_prox_bole_clie__c,qtd_bole_prox_vcto__c,qtd_prox_bole_clie__c
tbhf9169_bole_aber_pfis_map_Boletos_em_Aberto_Pessoa_Fisica_1758563923670,tbhf9169_bole_aber_pfis__dll,ACTIVE,Boletos_em_Aberto_Pessoa_Fisica__dlm,cod_chav_unic_rgto__c_fieldmap_cod_chav_coro_clie__c,cod_chav_unic_rgto__c,cod_chav_coro_clie__c
tbhf9169_bole_aber_pfis_map_Boletos_em_Aberto_Pessoa_Fisica_1758563923670,tbhf9169_bole_aber_pfis__dll,ACTIVE,Boletos_em_Aberto_Pessoa_Fisica__dlm,KQ_cod_chav_unic_rgto__c_fieldmap_KQ_cod_chav_coro_clie__c,KQ_cod_chav_unic_rgto__c,KQ_cod_chav_coro_clie__c
tbhf9169_bole_aber_pfis_map_Boletos_em_Aberto_Pessoa_Fisica_1758563923670,tbhf9169_bole_aber_pfis__dll,ACTIVE,Boletos_em_Aberto_Pessoa_Fisica__dlm,DataSource__c_fieldmap_DataSource__c,DataSource__c,DataSource__c
tbhf9169_bole_aber_pfis_map_Boletos_em_Aberto_Pessoa_Fisica_1758563923670,tbhf9169_bole_aber_pfis__dll,ACTIVE,Boletos_em_Aberto_Pessoa_Fisica__dlm,nom_cede_prox_vcto_bole__c_fieldmap_Nome_Cedente_Proximo_Vencimento_Boleto__c,nom_cede_prox_vcto_bole__c,Nome_Cedente_Proximo_Vencimento_Boleto__c
tbhf9169_bole_aber_pfis_map_Boletos_em_Aberto_Pessoa_Fisica_1758563923670,tbhf9169_bole_aber_pfis__dll,ACTIVE,Boletos_em_Aberto_Pessoa_Fisica__dlm,DataSourceObject__c_fieldmap_DataSourceObject__c,DataSourceObject__c,DataSourceObject__c
tbhf9169_bole_aber_pfis_map_Boletos_em_Aberto_Pessoa_Fisica_1758563923670,tbhf9169_bole_aber_pfis__dll,ACTIVE,Boletos_em_Aberto_Pessoa_Fisica__dlm,cod_barr_prox_vcto_bole__c_fieldmap_Codigo_Barras_Proximo_Vencimento_Boleto__c,cod_barr_prox_vcto_bole__c,Codigo_Barras_Proximo_Vencimento_Boleto__c
tbhf9169_bole_aber_pfis_map_Boletos_em_Aberto_Pessoa_Fisica_1758563923670,tbhf9169_bole_aber_pfis__dll,ACTIVE,Boletos_em_Aberto_Pessoa_Fisica__dlm,vlr_total_prox_vcto_bole__c_fieldmap_Valor_Total_Proximo_Vencimento_Boleto__c,vlr_total_prox_vcto_bole__c,Valor_Total_Proximo_Vencimento_Boleto__c
tbhf9169_bole_aber_pfis_map_Boletos_em_Aberto_Pessoa_Fisica_1758563923670,tbhf9169_bole_aber_pfis__dll,ACTIVE,Boletos_em_Aberto_Pessoa_Fisica__dlm,dat_prox_vcto_bole__c_fieldmap_dat_vcto_bole__c,dat_prox_vcto_bole__c,dat_vcto_bole__c
tbhf9169_bole_aber_pfis_map_Boletos_em_Aberto_Pessoa_Fisica_1758563923670,tbhf9169_bole_aber_pfis__dll,ACTIVE,Boletos_em_Aberto_Pessoa_Fisica__dlm,dat_prox_vcto_bole_frmd__c_fieldmap_dat_prox_vcto_bole_colagem__c,dat_prox_vcto_bole_frmd__c,dat_prox_vcto_bole_colagem__c
tbhf9169_bole_aber_pfis_map_Boletos_em_Aberto_Pessoa_Fisica_1758563923670,tbhf9169_bole_aber_pfis__dll,ACTIVE,Boletos_em_Aberto_Pessoa_Fisica__dlm,InternalOrganization__c_fieldmap_InternalOrganization__c,InternalOrganization__c,InternalOrganization__c
tbhf9169_bole_aber_pfis_map_Boletos_em_Aberto_Pessoa_Fisica_1758563923670,tbhf9169_bole_aber_pfis__dll,ACTIVE,Boletos_em_Aberto_Pessoa_Fisica__dlm,dat_pgto_bolc__c_fieldmap_dat_pgto_bolc__c,dat_pgto_bolc__c,dat_pgto_bolc__c
tbhf9169_bole_aber_pfis_map_Boletos_em_Aberto_Pessoa_Fisica_1758563923670,tbhf9169_bole_aber_pfis__dll,ACTIVE,Boletos_em_Aberto_Pessoa_Fisica__dlm,cod_situ_bolc__c_fieldmap_cod_situ_bolc__c,cod_situ_bolc__c,cod_situ_bolc__c
tbhf9169_bole_aber_pfis_map_Boletos_em_Aberto_Pessoa_Fisica_1758563923670,tbhf9169_bole_aber_pfis__dll,ACTIVE,Boletos_em_Aberto_Pessoa_Fisica__dlm,vlr_total_prox_vcto_bole_text__c_fieldmap_Valor_Proximo_Vencimento_Boleto_Texto__c,vlr_total_prox_vcto_bole_text__c,Valor_Proximo_Vencimento_Boleto_Texto__c
tbhf9169_bole_aber_pfis_map_Boletos_em_Aberto_Pessoa_Fisica_1758563923670,tbhf9169_bole_aber_pfis__dll,ACTIVE,Boletos_em_Aberto_Pessoa_Fisica__dlm,dat_prox_vcto_bole_txt__c_fieldmap_Data_Proximo_Vencimento_Boleto_Texto__c,dat_prox_vcto_bole_txt__c,Data_Proximo_Vencimento_Boleto_Texto__c
tbhf9169_bole_aber_pfis_map_Boletos_em_Aberto_Pessoa_Fisica_1758563923670,tbhf9169_bole_aber_pfis__dll,ACTIVE,Boletos_em_Aberto_Pessoa_Fisica__dlm,qtd_bole_prox_vcto_txt__c_fieldmap_Quantidade_Proximos_boletos_texto__c,qtd_bole_prox_vcto_txt__c,Quantidade_Proximos_boletos_texto__c
TBHF9459_BOLE_VNCD_map_Boletos_Vencidos_1751465098197,TBHF9459_BOLE_VNCD__dll,ACTIVE,Boletos_Vencidos__dlm,dat_avio_pgto_atso__c_fieldmap_dat_avio_pgto_atso__c,dat_avio_pgto_atso__c,dat_avio_pgto_atso__c
TBHF9459_BOLE_VNCD_map_Boletos_Vencidos_1751465098197,TBHF9459_BOLE_VNCD__dll,ACTIVE,Boletos_Vencidos__dlm,num_qtd_bole_vncd_segm__c_fieldmap_num_qtd_bole_vncd_segm__c,num_qtd_bole_vncd_segm__c,num_qtd_bole_vncd_segm__c
TBHF9459_BOLE_VNCD_map_Boletos_Vencidos_1751465098197,TBHF9459_BOLE_VNCD__dll,ACTIVE,Boletos_Vencidos__dlm,COD_CHAV_UNIC_RGTO__c_fieldmap_COD_CHAV_UNIC_RGTO__c,COD_CHAV_UNIC_RGTO__c,COD_CHAV_UNIC_RGTO__c
TBHF9459_BOLE_VNCD_map_Boletos_Vencidos_1751465098197,TBHF9459_BOLE_VNCD__dll,ACTIVE,Boletos_Vencidos__dlm,KQ_COD_CHAV_UNIC_RGTO__c_fieldmap_KQ_COD_CHAV_UNIC_RGTO__c,KQ_COD_CHAV_UNIC_RGTO__c,KQ_COD_CHAV_UNIC_RGTO__c
TBHF9459_BOLE_VNCD_map_Boletos_Vencidos_1751465098197,TBHF9459_BOLE_VNCD__dll,ACTIVE,Boletos_Vencidos__dlm,num_qtd_bole_vncd__c_fieldmap_num_qtd_bole_vncd__c,num_qtd_bole_vncd__c,num_qtd_bole_vncd__c
TBHF9459_BOLE_VNCD_map_Boletos_Vencidos_1751465098197,TBHF9459_BOLE_VNCD__dll,ACTIVE,Boletos_Vencidos__dlm,DataSource__c_fieldmap_DataSource__c,DataSource__c,DataSource__c
TBHF9459_BOLE_VNCD_map_Boletos_Vencidos_1751465098197,TBHF9459_BOLE_VNCD__dll,ACTIVE,Boletos_Vencidos__dlm,DataSourceObject__c_fieldmap_DataSourceObject__c,DataSourceObject__c,DataSourceObject__c
TBHF9459_BOLE_VNCD_map_Boletos_Vencidos_1751465098197,TBHF9459_BOLE_VNCD__dll,ACTIVE,Boletos_Vencidos__dlm,vlr_sldd_apli_auta__c_fieldmap_vlr_sldd_apli_auta__c,vlr_sldd_apli_auta__c,vlr_sldd_apli_auta__c
TBHF9459_BOLE_VNCD_map_Boletos_Vencidos_1751465098197,TBHF9459_BOLE_VNCD__dll,ACTIVE,Boletos_Vencidos__dlm,nom_cede_titu_bole_elet__c_fieldmap_nom_cede_titu_bole_elet__c,nom_cede_titu_bole_elet__c,nom_cede_titu_bole_elet__c
TBHF9459_BOLE_VNCD_map_Boletos_Vencidos_1751465098197,TBHF9459_BOLE_VNCD__dll,ACTIVE,Boletos_Vencidos__dlm,InternalOrganization__c_fieldmap_InternalOrganization__c,InternalOrganization__c,InternalOrganization__c
TBHF9459_BOLE_VNCD_map_Boletos_Vencidos_1751465098197,TBHF9459_BOLE_VNCD__dll,ACTIVE,Boletos_Vencidos__dlm,COD_CHAV_CORO_CLIE__c_fieldmap_COD_CHAV_CORO_CLIE__c,COD_CHAV_CORO_CLIE__c,COD_CHAV_CORO_CLIE__c
tbhf9060_ccre_crto_v2_map_Cadastro_Cartao_de_Credito_1738070458041,tbhf9060_ccre_crto_v2__dll,ACTIVE,Cadastro_Cartao_de_Credito__dlm,qtd_dias_emis_plas_crto__c_fieldmap_Dias_Emissao_Plastico_Cartao__c,qtd_dias_emis_plas_crto__c,Dias_Emissao_Plastico_Cartao__c
tbhf9060_ccre_crto_v2_map_Cadastro_Cartao_de_Credito_1738070458041,tbhf9060_ccre_crto_v2__dll,ACTIVE,Cadastro_Cartao_de_Credito__dlm,dat_gera_crto__c_fieldmap_Data_Gera_o_Cart_o__c,dat_gera_crto__c,Data_Gera_o_Cart_o__c
tbhf9060_ccre_crto_v2_map_Cadastro_Cartao_de_Credito_1738070458041,tbhf9060_ccre_crto_v2__dll,ACTIVE,Cadastro_Cartao_de_Credito__dlm,dat_ulti_desb_crto__c_fieldmap_Data_Ultimo_Desbloqueio_Cartao__c,dat_ulti_desb_crto__c,Data_Ultimo_Desbloqueio_Cartao__c
tbhf9060_ccre_crto_v2_map_Cadastro_Cartao_de_Credito_1738070458041,tbhf9060_ccre_crto_v2__dll,ACTIVE,Cadastro_Cartao_de_Credito__dlm,dat_soli_desb_crto__c_fieldmap_dat_soli_desb_crto__c,dat_soli_desb_crto__c,dat_soli_desb_crto__c
tbhf9060_ccre_crto_v2_map_Cadastro_Cartao_de_Credito_1738070458041,tbhf9060_ccre_crto_v2__dll,ACTIVE,Cadastro_Cartao_de_Credito__dlm,InternalOrganization__c_fieldmap_InternalOrganization__c,InternalOrganization__c,InternalOrganization__c
tbhf9060_ccre_crto_v2_map_Cadastro_Cartao_de_Credito_1738070458041,tbhf9060_ccre_crto_v2__dll,ACTIVE,Cadastro_Cartao_de_Credito__dlm,dat_desb_crto__c_fieldmap_Data_Desbloqueio_Cart_o__c,dat_desb_crto__c,Data_Desbloqueio_Cart_o__c
tbhf9060_ccre_crto_v2_map_Cadastro_Cartao_de_Credito_1738070458041,tbhf9060_ccre_crto_v2__dll,ACTIVE,Cadastro_Cartao_de_Credito__dlm,dat_recm_fran_trtd__c_fieldmap_Data_Recebimento_Franquia_Transportadora__c,dat_recm_fran_trtd__c,Data_Recebimento_Franquia_Transportadora__c
tbhf9060_ccre_crto_v2_map_Cadastro_Cartao_de_Credito_1738070458041,tbhf9060_ccre_crto_v2__dll,ACTIVE,Cadastro_Cartao_de_Credito__dlm,DataSource__c_fieldmap_DataSource__c,DataSource__c,DataSource__c
tbhf9060_ccre_crto_v2_map_Cadastro_Cartao_de_Credito_1738070458041,tbhf9060_ccre_crto_v2__dll,ACTIVE,Cadastro_Cartao_de_Credito__dlm,des_fort_entg__c_fieldmap_Descri_o_Formato_Entrega__c,des_fort_entg__c,Descri_o_Formato_Entrega__c
tbhf9060_ccre_crto_v2_map_Cadastro_Cartao_de_Credito_1738070458041,tbhf9060_ccre_crto_v2__dll,ACTIVE,Cadastro_Cartao_de_Credito__dlm,des_moda_entg_crto__c_fieldmap_Descri_o_Modalidade_Entrega_Cart_o__c,des_moda_entg_crto__c,Descri_o_Modalidade_Entrega_Cart_o__c
tbhf9060_ccre_crto_v2_map_Cadastro_Cartao_de_Credito_1738070458041,tbhf9060_ccre_crto_v2__dll,ACTIVE,Cadastro_Cartao_de_Credito__dlm,cod_chav_unic_rgto__c_fieldmap_id__c,cod_chav_unic_rgto__c,id__c
tbhf9060_ccre_crto_v2_map_Cadastro_Cartao_de_Credito_1738070458041,tbhf9060_ccre_crto_v2__dll,ACTIVE,Cadastro_Cartao_de_Credito__dlm,KQ_cod_chav_unic_rgto__c_fieldmap_KQ_id__c,KQ_cod_chav_unic_rgto__c,KQ_id__c
tbhf9060_ccre_crto_v2_map_Cadastro_Cartao_de_Credito_1738070458041,tbhf9060_ccre_crto_v2__dll,ACTIVE,Cadastro_Cartao_de_Credito__dlm,dat_max_entg_crto__c_fieldmap_Data_M_xima_Entrega_Cart_o__c,dat_max_entg_crto__c,Data_M_xima_Entrega_Cart_o__c
tbhf9060_ccre_crto_v2_map_Cadastro_Cartao_de_Credito_1738070458041,tbhf9060_ccre_crto_v2__dll,ACTIVE,Cadastro_Cartao_de_Credito__dlm,DataSourceObject__c_fieldmap_DataSourceObject__c,DataSourceObject__c,DataSourceObject__c
tbhf9060_ccre_crto_v2_map_Cadastro_Cartao_de_Credito_1738070458041,tbhf9060_ccre_crto_v2__dll,ACTIVE,Cadastro_Cartao_de_Credito__dlm,dat_entg_crto__c_fieldmap_Data_de_Entrega_do_Cart_o__c,dat_entg_crto__c,Data_de_Entrega_do_Cart_o__c
tbhf9060_ccre_crto_v2_map_Cadastro_Cartao_de_Credito_1738070458041,tbhf9060_ccre_crto_v2__dll,ACTIVE,Cadastro_Cartao_de_Credito__dlm,nom_embs_crto__c_fieldmap_Nome_Embossing_Cart_o__c,nom_embs_crto__c,Nome_Embossing_Cart_o__c
